Day,entity_id,Name,Observed Sales,Observed Transactions,Observed Customers,Sales per Customer,Average Transaction Value,Transactions per Customer
2020-06-10,DocuSign,DocuSign Inc,18174.24,164.0,162.0,112.19,110.82,1.01
2020-06-11,DocuSign,DocuSign Inc,16071.25,158.0,143.0,112.39,101.72,1.1
2020-06-12,DocuSign,DocuSign Inc,13920.1,136.0,132.0,105.46,102.35,1.03
2020-06-13,DocuSign,DocuSign Inc,16126.68,196.0,173.0,93.22,82.28,1.13
2020-06-14,DocuSign,DocuSign Inc,8295.79,100.0,97.0,85.52,82.96,1.03
2020-06-15,DocuSign,DocuSign Inc,7050.14,111.0,111.0,63.51,63.51,1.0
2020-06-16,DocuSign,DocuSign Inc,17569.26,157.0,144.0,122.01,111.91,1.09
2020-06-17,DocuSign,DocuSign Inc,17664.0,145.0,144.0,122.67,121.82,1.01
2020-06-18,DocuSign,DocuSign Inc,11725.88,98.0,98.0,119.65,119.65,1.0
2020-06-19,DocuSign,DocuSign Inc,20706.39,111.0,111.0,186.54,186.54,1.0
2020-06-20,DocuSign,DocuSign Inc,23511.77,166.0,159.0,147.87,141.64,1.04
2020-06-21,DocuSign,DocuSign Inc,10603.91,133.0,132.0,80.33,79.73,1.01
2020-06-22,DocuSign,DocuSign Inc,6996.37,84.0,84.0,83.29,83.29,1.0
2020-06-23,DocuSign,DocuSign Inc,25920.62,204.0,187.0,138.61,127.06,1.09
2020-06-24,DocuSign,DocuSign Inc,14588.93,126.0,119.0,122.6,115.79,1.06
2020-06-25,DocuSign,DocuSign Inc,22395.73,140.0,140.0,159.97,159.97,1.0
2020-06-26,DocuSign,DocuSign Inc,13174.47,132.0,132.0,99.81,99.81,1.0
2020-06-27,DocuSign,DocuSign Inc,77761.37,162.0,162.0,480.01,480.01,1.0
2020-06-28,DocuSign,DocuSign Inc,9162.2,135.0,135.0,67.87,67.87,1.0
2020-06-29,DocuSign,DocuSign Inc,9433.33,94.0,94.0,100.35,100.35,1.0
2020-06-30,DocuSign,DocuSign Inc,14847.42,119.0,112.0,132.57,124.77,1.06
2020-07-01,DocuSign,DocuSign Inc,31491.73,196.0,195.0,161.5,160.67,1.01
2020-07-02,DocuSign,DocuSign Inc,20386.83,176.0,159.0,128.22,115.83,1.11
2020-07-03,DocuSign,DocuSign Inc,14590.93,164.0,164.0,88.97,88.97,1.0
2020-07-04,DocuSign,DocuSign Inc,12581.62,200.0,185.0,68.01,62.91,1.08
2020-07-05,DocuSign,DocuSign Inc,6881.14,77.0,77.0,89.37,89.37,1.0
2020-07-06,DocuSign,DocuSign Inc,10638.81,143.0,141.0,75.45,74.4,1.01
2020-07-07,DocuSign,DocuSign Inc,11828.42,142.0,136.0,86.97,83.3,1.04
2020-07-08,DocuSign,DocuSign Inc,23900.71,212.0,206.0,116.02,112.74,1.03
2020-07-09,DocuSign,DocuSign Inc,19966.87,187.0,185.0,107.93,106.77,1.01
2020-07-10,DocuSign,DocuSign Inc,21414.13,182.0,177.0,120.98,117.66,1.03
2020-07-11,DocuSign,DocuSign Inc,12073.84,134.0,131.0,92.17,90.1,1.02
2020-07-12,DocuSign,DocuSign Inc,7309.13,102.0,94.0,77.76,71.66,1.09
2020-07-13,DocuSign,DocuSign Inc,19585.05,213.0,200.0,97.93,91.95,1.07
2020-07-14,DocuSign,DocuSign Inc,14301.02,155.0,138.0,103.63,92.26,1.12
2020-07-15,DocuSign,DocuSign Inc,15087.31,150.0,136.0,110.94,100.58,1.1
2020-07-16,DocuSign,DocuSign Inc,24320.61,222.0,194.0,125.36,109.55,1.14
2020-07-17,DocuSign,DocuSign Inc,17424.31,152.0,133.0,131.01,114.63,1.14
2020-07-18,DocuSign,DocuSign Inc,17614.54,164.0,141.0,124.93,107.41,1.16
2020-07-19,DocuSign,DocuSign Inc,12033.73,89.0,88.0,136.75,135.21,1.01
2020-07-20,DocuSign,DocuSign Inc,19354.35,132.0,126.0,153.61,146.62,1.05
2020-07-21,DocuSign,DocuSign Inc,20748.5,159.0,158.0,131.32,130.49,1.01
2020-07-22,DocuSign,DocuSign Inc,18907.84,210.0,196.0,96.47,90.04,1.07
2020-07-23,DocuSign,DocuSign Inc,16578.89,189.0,189.0,87.72,87.72,1.0
2020-07-24,DocuSign,DocuSign Inc,2497.02,16.0,11.0,227.0,156.06,1.45
2020-07-25,DocuSign,DocuSign Inc,61023.92,360.0,345.0,176.88,169.51,1.04
2020-07-26,DocuSign,DocuSign Inc,17799.73,121.0,121.0,147.11,147.11,1.0
2020-07-27,DocuSign,DocuSign Inc,8755.68,151.0,148.0,59.16,57.98,1.02
2020-07-28,DocuSign,DocuSign Inc,11594.67,163.0,160.0,72.47,71.13,1.02
2020-07-29,DocuSign,DocuSign Inc,8491.04,104.0,100.0,84.91,81.64,1.04
2020-07-30,DocuSign,DocuSign Inc,12912.58,124.0,113.0,114.27,104.13,1.1
2020-07-31,DocuSign,DocuSign Inc,26762.91,146.0,139.0,192.54,183.31,1.05
2020-08-01,DocuSign,DocuSign Inc,37472.31,195.0,190.0,197.22,192.17,1.03
2020-08-02,DocuSign,DocuSign Inc,16104.88,143.0,135.0,119.3,112.62,1.06
2020-08-03,DocuSign,DocuSign Inc,19021.31,159.0,154.0,123.52,119.63,1.03
2020-08-04,DocuSign,DocuSign Inc,57351.25,238.0,233.0,246.14,240.97,1.02
2020-08-05,DocuSign,DocuSign Inc,12121.37,120.0,108.0,112.23,101.01,1.11
2020-08-06,DocuSign,DocuSign Inc,16450.94,155.0,151.0,108.95,106.14,1.03
2020-08-07,DocuSign,DocuSign Inc,15544.0,183.0,174.0,89.33,84.94,1.05
2020-08-08,DocuSign,DocuSign Inc,32919.25,256.0,251.0,131.15,128.59,1.02
2020-08-09,DocuSign,DocuSign Inc,21171.81,161.0,157.0,134.85,131.5,1.03
2020-08-10,DocuSign,DocuSign Inc,7591.28,117.0,116.0,65.44,64.88,1.01
2020-08-11,DocuSign,DocuSign Inc,17633.63,137.0,136.0,129.66,128.71,1.01
2020-08-12,DocuSign,DocuSign Inc,21221.5,125.0,121.0,175.38,169.77,1.03
2020-08-13,DocuSign,DocuSign Inc,17617.67,204.0,202.0,87.22,86.36,1.01
2020-08-14,DocuSign,DocuSign Inc,11720.52,159.0,152.0,77.11,73.71,1.05
2020-08-15,DocuSign,DocuSign Inc,21408.14,179.0,178.0,120.27,119.6,1.01
2020-08-16,DocuSign,DocuSign Inc,8958.1,125.0,123.0,72.83,71.66,1.02
2020-08-17,DocuSign,DocuSign Inc,7782.84,116.0,110.0,70.75,67.09,1.05
2020-08-18,DocuSign,DocuSign Inc,12922.92,104.0,100.0,129.23,124.26,1.04
2020-08-19,DocuSign,DocuSign Inc,11825.21,159.0,156.0,75.8,74.37,1.02
2020-08-20,DocuSign,DocuSign Inc,8996.62,119.0,118.0,76.24,75.6,1.01
2020-08-21,DocuSign,DocuSign Inc,24889.48,182.0,181.0,137.51,136.76,1.01
2020-08-22,DocuSign,DocuSign Inc,14659.68,154.0,154.0,95.19,95.19,1.0
2020-08-23,DocuSign,DocuSign Inc,4940.97,103.0,102.0,48.44,47.97,1.01
2020-08-24,DocuSign,DocuSign Inc,8024.45,136.0,136.0,59.0,59.0,1.0
2020-08-25,DocuSign,DocuSign Inc,9943.83,124.0,111.0,89.58,80.19,1.12
2020-08-26,DocuSign,DocuSign Inc,27133.21,236.0,220.0,123.33,114.97,1.07
2020-08-27,DocuSign,DocuSign Inc,14633.67,145.0,139.0,105.28,100.92,1.04
2020-08-28,DocuSign,DocuSign Inc,22602.61,218.0,210.0,107.63,103.68,1.04
2020-08-29,DocuSign,DocuSign Inc,18801.66,123.0,120.0,156.68,152.86,1.02
2020-08-30,DocuSign,DocuSign Inc,5947.38,81.0,80.0,74.34,73.42,1.01
2020-08-31,DocuSign,DocuSign Inc,2868.32,61.0,60.0,47.81,47.02,1.02
2020-09-01,DocuSign,DocuSign Inc,18617.42,176.0,176.0,105.78,105.78,1.0
2020-09-02,DocuSign,DocuSign Inc,15745.18,168.0,161.0,97.8,93.72,1.04
2020-09-03,DocuSign,DocuSign Inc,6923.49,139.0,139.0,49.81,49.81,1.0
2020-09-04,DocuSign,DocuSign Inc,12554.88,207.0,203.0,61.85,60.65,1.02
2020-09-05,DocuSign,DocuSign Inc,7896.11,96.0,95.0,83.12,82.25,1.01
2020-09-06,DocuSign,DocuSign Inc,4215.46,113.0,112.0,37.64,37.3,1.01
2020-09-07,DocuSign,DocuSign Inc,10069.5,150.0,150.0,67.13,67.13,1.0
2020-09-08,DocuSign,DocuSign Inc,9672.73,191.0,191.0,50.64,50.64,1.0
2020-09-09,DocuSign,DocuSign Inc,21156.7,177.0,176.0,120.21,119.53,1.01
2020-09-10,DocuSign,DocuSign Inc,14174.41,172.0,155.0,91.45,82.41,1.11
2020-09-11,DocuSign,DocuSign Inc,31858.83,208.0,168.0,189.64,153.17,1.24
2020-09-12,DocuSign,DocuSign Inc,13265.36,134.0,127.0,104.45,99.0,1.06
2020-09-13,DocuSign,DocuSign Inc,20368.46,183.0,183.0,111.3,111.3,1.0
2020-09-14,DocuSign,DocuSign Inc,16058.85,154.0,150.0,107.06,104.28,1.03
2020-09-15,DocuSign,DocuSign Inc,12713.0,181.0,169.0,75.22,70.24,1.07
2020-09-16,DocuSign,DocuSign Inc,13854.85,149.0,146.0,94.9,92.99,1.02
2020-09-17,DocuSign,DocuSign Inc,11501.87,143.0,143.0,80.43,80.43,1.0
2020-09-18,DocuSign,DocuSign Inc,15040.54,133.0,130.0,115.7,113.09,1.02
2020-09-19,DocuSign,DocuSign Inc,12936.52,146.0,146.0,88.61,88.61,1.0
2020-09-20,DocuSign,DocuSign Inc,11277.34,117.0,117.0,96.39,96.39,1.0
2020-09-21,DocuSign,DocuSign Inc,5135.59,92.0,92.0,55.82,55.82,1.0
2020-09-22,DocuSign,DocuSign Inc,11288.05,160.0,160.0,70.55,70.55,1.0
2020-09-23,DocuSign,DocuSign Inc,15124.5,188.0,179.0,84.49,80.45,1.05
2020-09-24,DocuSign,DocuSign Inc,19464.24,223.0,217.0,89.7,87.28,1.03
2020-09-25,DocuSign,DocuSign Inc,10574.7,110.0,109.0,97.02,96.13,1.01
2020-09-26,DocuSign,DocuSign Inc,30270.58,152.0,151.0,200.47,199.15,1.01
2020-09-27,DocuSign,DocuSign Inc,17378.64,94.0,92.0,188.9,184.88,1.02
2020-09-28,DocuSign,DocuSign Inc,7433.91,130.0,129.0,57.63,57.18,1.01
2020-09-29,DocuSign,DocuSign Inc,13693.81,145.0,133.0,102.96,94.44,1.09
2020-09-30,DocuSign,DocuSign Inc,17549.82,169.0,169.0,103.85,103.85,1.0
2020-10-01,DocuSign,DocuSign Inc,9717.5,179.0,179.0,54.29,54.29,1.0
2020-10-02,DocuSign,DocuSign Inc,13125.77,153.0,153.0,85.79,85.79,1.0
2020-10-03,DocuSign,DocuSign Inc,28273.9,219.0,218.0,129.7,129.1,1.0
2020-10-04,DocuSign,DocuSign Inc,14170.45,174.0,173.0,81.91,81.44,1.01
2020-10-05,DocuSign,DocuSign Inc,6196.35,82.0,82.0,75.57,75.57,1.0
2020-10-06,DocuSign,DocuSign Inc,9034.49,152.0,142.0,63.62,59.44,1.07
2020-10-07,DocuSign,DocuSign Inc,19093.34,193.0,188.0,101.56,98.93,1.03
2020-10-08,DocuSign,DocuSign Inc,13762.78,203.0,202.0,68.13,67.8,1.0
2020-10-09,DocuSign,DocuSign Inc,27043.32,198.0,193.0,140.12,136.58,1.03
2020-10-10,DocuSign,DocuSign Inc,21825.37,148.0,148.0,147.47,147.47,1.0
2020-10-11,DocuSign,DocuSign Inc,8824.07,153.0,144.0,61.28,57.67,1.06
2020-10-12,DocuSign,DocuSign Inc,10926.36,113.0,113.0,96.69,96.69,1.0
2020-10-13,DocuSign,DocuSign Inc,6553.64,134.0,133.0,49.28,48.91,1.01
2020-10-14,DocuSign,DocuSign Inc,18741.46,146.0,146.0,128.37,128.37,1.0
2020-10-15,DocuSign,DocuSign Inc,30612.54,163.0,163.0,187.81,187.81,1.0
2020-10-16,DocuSign,DocuSign Inc,11443.3,146.0,146.0,78.38,78.38,1.0
2020-10-17,DocuSign,DocuSign Inc,14191.09,173.0,173.0,82.03,82.03,1.0
2020-10-18,DocuSign,DocuSign Inc,7380.16,115.0,107.0,68.97,64.18,1.07
2020-10-19,DocuSign,DocuSign Inc,14873.6,140.0,140.0,106.24,106.24,1.0
2020-10-20,DocuSign,DocuSign Inc,17956.42,200.0,191.0,94.01,89.78,1.05
2020-10-21,DocuSign,DocuSign Inc,10870.3,137.0,134.0,81.12,79.35,1.02
2020-10-22,DocuSign,DocuSign Inc,25094.26,226.0,184.0,136.38,111.04,1.23
2020-10-23,DocuSign,DocuSign Inc,24752.91,215.0,211.0,117.31,115.13,1.02
2020-10-24,DocuSign,DocuSign Inc,11430.42,173.0,173.0,66.07,66.07,1.0
2020-10-25,DocuSign,DocuSign Inc,8812.39,112.0,112.0,78.68,78.68,1.0
2020-10-26,DocuSign,DocuSign Inc,8312.63,91.0,89.0,93.4,91.35,1.02
2020-10-27,DocuSign,DocuSign Inc,9386.09,132.0,130.0,72.2,71.11,1.02
2020-10-28,DocuSign,DocuSign Inc,11552.64,145.0,145.0,79.67,79.67,1.0
2020-10-29,DocuSign,DocuSign Inc,13805.69,150.0,147.0,93.92,92.04,1.02
2020-10-30,DocuSign,DocuSign Inc,27044.68,113.0,113.0,239.33,239.33,1.0
2020-10-31,DocuSign,DocuSign Inc,8105.42,64.0,64.0,126.65,126.65,1.0
2020-11-01,DocuSign,DocuSign Inc,19509.24,199.0,196.0,99.54,98.04,1.02
2020-11-02,DocuSign,DocuSign Inc,4734.01,123.0,122.0,38.8,38.49,1.01
2020-11-03,DocuSign,DocuSign Inc,19177.48,190.0,185.0,103.66,100.93,1.03
2020-11-04,DocuSign,DocuSign Inc,8682.48,169.0,168.0,51.68,51.38,1.01
2020-11-05,DocuSign,DocuSign Inc,10951.3,117.0,117.0,93.6,93.6,1.0
2020-11-06,DocuSign,DocuSign Inc,11346.82,142.0,140.0,81.05,79.91,1.01
2020-11-07,DocuSign,DocuSign Inc,9785.42,169.0,169.0,57.9,57.9,1.0
2020-11-08,DocuSign,DocuSign Inc,10460.29,177.0,177.0,59.1,59.1,1.0
2020-11-09,DocuSign,DocuSign Inc,11915.22,147.0,147.0,81.06,81.06,1.0
2020-11-10,DocuSign,DocuSign Inc,25713.84,148.0,147.0,174.92,173.74,1.01
2020-11-11,DocuSign,DocuSign Inc,171118.58,215.0,213.0,803.37,795.9,1.01
2020-11-12,DocuSign,DocuSign Inc,15897.22,142.0,142.0,111.95,111.95,1.0
2020-11-13,DocuSign,DocuSign Inc,9978.98,138.0,136.0,73.37,72.31,1.01
2020-11-14,DocuSign,DocuSign Inc,16998.15,157.0,157.0,108.27,108.27,1.0
2020-11-15,DocuSign,DocuSign Inc,10548.41,152.0,152.0,69.4,69.4,1.0
2020-11-16,DocuSign,DocuSign Inc,7999.81,146.0,145.0,55.17,54.79,1.01
2020-11-17,DocuSign,DocuSign Inc,11864.62,182.0,177.0,67.03,65.19,1.03
2020-11-18,DocuSign,DocuSign Inc,42077.56,113.0,113.0,372.37,372.37,1.0
2020-11-19,DocuSign,DocuSign Inc,12013.15,148.0,147.0,81.72,81.17,1.01
2020-11-20,DocuSign,DocuSign Inc,53480.05,152.0,147.0,363.81,351.84,1.03
2020-11-21,DocuSign,DocuSign Inc,16408.37,194.0,194.0,84.58,84.58,1.0
2020-11-22,DocuSign,DocuSign Inc,4446.02,105.0,104.0,42.75,42.34,1.01
2020-11-23,DocuSign,DocuSign Inc,10394.28,138.0,137.0,75.87,75.32,1.01
2020-11-24,DocuSign,DocuSign Inc,10740.17,157.0,157.0,68.41,68.41,1.0
2020-11-25,DocuSign,DocuSign Inc,5743.68,99.0,94.0,61.1,58.02,1.05
2020-11-26,DocuSign,DocuSign Inc,3851.89,103.0,99.0,38.91,37.4,1.04
2020-11-27,DocuSign,DocuSign Inc,5661.84,131.0,130.0,43.55,43.22,1.01
2020-11-28,DocuSign,DocuSign Inc,14902.68,135.0,135.0,110.39,110.39,1.0
2020-11-29,DocuSign,DocuSign Inc,7358.53,129.0,126.0,58.4,57.04,1.02
2020-11-30,DocuSign,DocuSign Inc,19517.06,142.0,137.0,142.46,137.44,1.04
2020-12-01,DocuSign,DocuSign Inc,19749.31,173.0,159.0,124.21,114.16,1.09
2020-12-02,DocuSign,DocuSign Inc,14896.65,191.0,184.0,80.96,77.99,1.04
2020-12-03,DocuSign,DocuSign Inc,25970.88,191.0,188.0,138.14,135.97,1.02
2020-12-04,DocuSign,DocuSign Inc,20205.24,178.0,173.0,116.79,113.51,1.03
2020-12-05,DocuSign,DocuSign Inc,8685.06,141.0,141.0,61.6,61.6,1.0
2020-12-06,DocuSign,DocuSign Inc,10692.25,166.0,164.0,65.2,64.41,1.01
2020-12-07,DocuSign,DocuSign Inc,8076.61,157.0,157.0,51.44,51.44,1.0
2020-12-08,DocuSign,DocuSign Inc,8887.94,189.0,178.0,49.93,47.03,1.06
2020-12-09,DocuSign,DocuSign Inc,15865.57,206.0,199.0,79.73,77.02,1.04
2020-12-10,DocuSign,DocuSign Inc,7298.29,121.0,106.0,68.85,60.32,1.14
2020-12-11,DocuSign,DocuSign Inc,15747.08,173.0,171.0,92.09,91.02,1.01
2020-12-12,DocuSign,DocuSign Inc,11553.24,140.0,140.0,82.52,82.52,1.0
2020-12-13,DocuSign,DocuSign Inc,18561.93,147.0,147.0,126.27,126.27,1.0
2020-12-14,DocuSign,DocuSign Inc,5982.18,86.0,86.0,69.56,69.56,1.0
2020-12-15,DocuSign,DocuSign Inc,19067.79,206.0,205.0,93.01,92.56,1.0
2020-12-16,DocuSign,DocuSign Inc,11720.17,151.0,151.0,77.62,77.62,1.0
2020-12-17,DocuSign,DocuSign Inc,18154.84,176.0,169.0,107.43,103.15,1.04
2020-12-18,DocuSign,DocuSign Inc,8354.63,107.0,103.0,81.11,78.08,1.04
2020-12-19,DocuSign,DocuSign Inc,13003.58,145.0,145.0,89.68,89.68,1.0
2020-12-20,DocuSign,DocuSign Inc,9653.81,138.0,138.0,69.96,69.96,1.0
2020-12-21,DocuSign,DocuSign Inc,13720.74,147.0,147.0,93.34,93.34,1.0
2020-12-22,DocuSign,DocuSign Inc,7248.44,123.0,123.0,58.93,58.93,1.0
2020-12-23,DocuSign,DocuSign Inc,17184.28,171.0,165.0,104.15,100.49,1.04
2020-12-24,DocuSign,DocuSign Inc,10445.36,153.0,153.0,68.27,68.27,1.0
2020-12-25,DocuSign,DocuSign Inc,8344.96,85.0,85.0,98.18,98.18,1.0
2020-12-26,DocuSign,DocuSign Inc,4419.82,83.0,82.0,53.9,53.25,1.01
2020-12-27,DocuSign,DocuSign Inc,5609.62,144.0,144.0,38.96,38.96,1.0
2020-12-28,DocuSign,DocuSign Inc,4051.49,97.0,93.0,43.56,41.77,1.04
2020-12-29,DocuSign,DocuSign Inc,13467.69,171.0,158.0,85.24,78.76,1.08
2020-12-30,DocuSign,DocuSign Inc,9023.57,114.0,112.0,80.57,79.15,1.02
2020-12-31,DocuSign,DocuSign Inc,3936.1,63.0,51.0,77.18,62.48,1.24
2021-01-01,DocuSign,DocuSign Inc,13127.38,153.0,153.0,85.8,85.8,1.0
2021-01-02,DocuSign,DocuSign Inc,7109.02,126.0,126.0,56.42,56.42,1.0
2021-01-03,DocuSign,DocuSign Inc,6871.64,133.0,129.0,53.27,51.67,1.03
2021-01-04,DocuSign,DocuSign Inc,10937.99,171.0,171.0,63.96,63.96,1.0
2021-01-05,DocuSign,DocuSign Inc,11696.38,138.0,137.0,85.38,84.76,1.01
2021-01-06,DocuSign,DocuSign Inc,15346.25,157.0,157.0,97.75,97.75,1.0
2021-01-07,DocuSign,DocuSign Inc,9484.15,191.0,183.0,51.83,49.66,1.04
2021-01-08,DocuSign,DocuSign Inc,12283.48,178.0,174.0,70.59,69.01,1.02
2021-01-09,DocuSign,DocuSign Inc,20318.77,197.0,191.0,106.38,103.14,1.03
2021-01-10,DocuSign,DocuSign Inc,9850.27,124.0,124.0,79.44,79.44,1.0
2021-01-11,DocuSign,DocuSign Inc,6715.01,123.0,117.0,57.39,54.59,1.05
2021-01-12,DocuSign,DocuSign Inc,20385.08,166.0,162.0,125.83,122.8,1.02
2021-01-13,DocuSign,DocuSign Inc,32027.0,165.0,158.0,202.7,194.1,1.04
2021-01-14,DocuSign,DocuSign Inc,48811.32,162.0,154.0,316.96,301.3,1.05
2021-01-15,DocuSign,DocuSign Inc,30073.28,199.0,199.0,151.12,151.12,1.0
2021-01-16,DocuSign,DocuSign Inc,15672.15,194.0,188.0,83.36,80.78,1.03
2021-01-17,DocuSign,DocuSign Inc,18254.81,184.0,184.0,99.21,99.21,1.0
2021-01-18,DocuSign,DocuSign Inc,3678.42,81.0,81.0,45.41,45.41,1.0
2021-01-19,DocuSign,DocuSign Inc,12123.38,163.0,158.0,76.73,74.38,1.03
2021-01-20,DocuSign,DocuSign Inc,24637.05,196.0,186.0,132.46,125.7,1.05
2021-01-21,DocuSign,DocuSign Inc,22984.83,209.0,207.0,111.04,109.98,1.01
2021-01-22,DocuSign,DocuSign Inc,26206.15,182.0,169.0,155.07,143.99,1.08
2021-01-23,DocuSign,DocuSign Inc,17132.9,157.0,155.0,110.53,109.13,1.01
2021-01-24,DocuSign,DocuSign Inc,16623.19,144.0,139.0,119.59,115.44,1.04
2021-01-25,DocuSign,DocuSign Inc,9458.59,91.0,91.0,103.94,103.94,1.0
2021-01-26,DocuSign,DocuSign Inc,7938.32,132.0,128.0,62.02,60.14,1.03
2021-01-27,DocuSign,DocuSign Inc,32464.5,164.0,160.0,202.9,197.95,1.02
2021-01-28,DocuSign,DocuSign Inc,19540.79,164.0,161.0,121.37,119.15,1.02
2021-01-29,DocuSign,DocuSign Inc,16520.28,184.0,171.0,96.61,89.78,1.08
2021-01-30,DocuSign,DocuSign Inc,16637.83,175.0,174.0,95.62,95.07,1.01
2021-01-31,DocuSign,DocuSign Inc,7792.21,57.0,54.0,144.3,136.71,1.06
2021-02-01,DocuSign,DocuSign Inc,17581.73,167.0,163.0,107.86,105.28,1.02
2021-02-02,DocuSign,DocuSign Inc,13669.28,147.0,141.0,96.95,92.99,1.04
2021-02-03,DocuSign,DocuSign Inc,9377.73,144.0,135.0,69.46,65.12,1.07
2021-02-04,DocuSign,DocuSign Inc,16154.88,212.0,209.0,77.3,76.2,1.01
2021-02-05,DocuSign,DocuSign Inc,15623.29,176.0,171.0,91.36,88.77,1.03
2021-02-06,DocuSign,DocuSign Inc,15894.18,179.0,178.0,89.29,88.79,1.01
2021-02-07,DocuSign,DocuSign Inc,11376.51,194.0,188.0,60.51,58.64,1.03
2021-02-08,DocuSign,DocuSign Inc,10107.72,162.0,159.0,63.57,62.39,1.02
2021-02-09,DocuSign,DocuSign Inc,23020.77,199.0,196.0,117.45,115.68,1.02
2021-02-10,DocuSign,DocuSign Inc,19671.31,175.0,157.0,125.29,112.41,1.11
2021-02-11,DocuSign,DocuSign Inc,8861.18,134.0,131.0,67.64,66.13,1.02
2021-02-12,DocuSign,DocuSign Inc,2261.78,15.0,15.0,150.79,150.79,1.0
2021-02-13,DocuSign,DocuSign Inc,19853.64,332.0,306.0,64.88,59.8,1.08
2021-02-14,DocuSign,DocuSign Inc,7886.48,98.0,98.0,80.47,80.47,1.0
2021-02-15,DocuSign,DocuSign Inc,17742.97,204.0,181.0,98.03,86.98,1.13
2021-02-16,DocuSign,DocuSign Inc,12193.48,176.0,163.0,74.81,69.28,1.08
2021-02-17,DocuSign,DocuSign Inc,19060.08,164.0,164.0,116.22,116.22,1.0
2021-02-18,DocuSign,DocuSign Inc,29986.64,148.0,146.0,205.39,202.61,1.01
2021-02-19,DocuSign,DocuSign Inc,14637.6,192.0,186.0,78.7,76.24,1.03
2021-02-20,DocuSign,DocuSign Inc,16522.65,219.0,218.0,75.79,75.45,1.0
2021-02-21,DocuSign,DocuSign Inc,8227.72,150.0,149.0,55.22,54.85,1.01
2021-02-22,DocuSign,DocuSign Inc,8142.99,137.0,137.0,59.44,59.44,1.0
2021-02-23,DocuSign,DocuSign Inc,16962.83,185.0,168.0,100.97,91.69,1.1
2021-02-24,DocuSign,DocuSign Inc,21486.83,162.0,162.0,132.63,132.63,1.0
2021-02-25,DocuSign,DocuSign Inc,14122.97,146.0,141.0,100.16,96.73,1.04
2021-02-26,DocuSign,DocuSign Inc,32936.43,149.0,143.0,230.32,221.05,1.04
2021-02-27,DocuSign,DocuSign Inc,26091.26,153.0,151.0,172.79,170.53,1.01
2021-02-28,DocuSign,DocuSign Inc,45903.76,332.0,326.0,140.81,138.26,1.02
2021-03-01,DocuSign,DocuSign Inc,18753.49,182.0,181.0,103.61,103.04,1.01
2021-03-02,DocuSign,DocuSign Inc,21829.57,150.0,139.0,157.05,145.53,1.08
2021-03-03,DocuSign,DocuSign Inc,20522.87,184.0,181.0,113.39,111.54,1.02
2021-03-04,DocuSign,DocuSign Inc,19750.06,191.0,190.0,103.95,103.4,1.01
2021-03-05,DocuSign,DocuSign Inc,40238.12,208.0,206.0,195.33,193.45,1.01
2021-03-06,DocuSign,DocuSign Inc,26021.03,160.0,159.0,163.65,162.63,1.01
2021-03-07,DocuSign,DocuSign Inc,11419.1,176.0,174.0,65.63,64.88,1.01
2021-03-08,DocuSign,DocuSign Inc,22641.88,206.0,206.0,109.91,109.91,1.0
2021-03-09,DocuSign,DocuSign Inc,15091.11,165.0,163.0,92.58,91.46,1.01
2021-03-10,DocuSign,DocuSign Inc,17638.28,166.0,166.0,106.25,106.25,1.0
2021-03-11,DocuSign,DocuSign Inc,9688.58,127.0,121.0,80.07,76.29,1.05
2021-03-12,DocuSign,DocuSign Inc,35040.05,184.0,183.0,191.48,190.44,1.01
2021-03-13,DocuSign,DocuSign Inc,23714.3,191.0,191.0,124.16,124.16,1.0
2021-03-14,DocuSign,DocuSign Inc,12418.22,122.0,122.0,101.79,101.79,1.0
2021-03-15,DocuSign,DocuSign Inc,20324.12,188.0,185.0,109.86,108.11,1.02
2021-03-16,DocuSign,DocuSign Inc,19595.32,196.0,184.0,106.5,99.98,1.07
2021-03-17,DocuSign,DocuSign Inc,11421.94,152.0,148.0,77.18,75.14,1.03
2021-03-18,DocuSign,DocuSign Inc,17498.04,188.0,185.0,94.58,93.07,1.02
2021-03-19,DocuSign,DocuSign Inc,11074.42,170.0,159.0,69.65,65.14,1.07
2021-03-20,DocuSign,DocuSign Inc,16502.86,153.0,153.0,107.86,107.86,1.0
2021-03-21,DocuSign,DocuSign Inc,12592.94,179.0,179.0,70.35,70.35,1.0
2021-03-22,DocuSign,DocuSign Inc,11063.39,150.0,150.0,73.76,73.76,1.0
2021-03-23,DocuSign,DocuSign Inc,43360.28,173.0,171.0,253.57,250.64,1.01
2021-03-24,DocuSign,DocuSign Inc,11092.73,143.0,142.0,78.12,77.57,1.01
2021-03-25,DocuSign,DocuSign Inc,15601.48,119.0,119.0,131.1,131.1,1.0
2021-03-26,DocuSign,DocuSign Inc,22896.04,180.0,179.0,127.91,127.2,1.01
2021-03-27,DocuSign,DocuSign Inc,18707.65,156.0,151.0,123.89,119.92,1.03
2021-03-28,DocuSign,DocuSign Inc,12548.08,149.0,148.0,84.78,84.22,1.01
2021-03-29,DocuSign,DocuSign Inc,7965.94,139.0,139.0,57.31,57.31,1.0
2021-03-30,DocuSign,DocuSign Inc,16518.32,155.0,155.0,106.57,106.57,1.0
2021-03-31,DocuSign,DocuSign Inc,9991.61,94.0,92.0,108.6,106.29,1.02
2021-04-01,DocuSign,DocuSign Inc,25023.92,198.0,197.0,127.02,126.38,1.01
